nome,preco,classificado,categoria,site,data_raspagem
As coisas que você só vê quando desacelera: Como manter a calma em um mundo frenético,"R$ 39,45",#41,books,Amazon,2024-11-19 21:51:07
Melhor do que nos filmes,"R$ 39,45",#42,books,Amazon,2024-11-19 21:51:07
É assim que começa (Vol. 2 É assim que acaba),"R$ 42,24",#43,books,Amazon,2024-11-19 21:51:07
Elayne Baeta,"R$ 79,90",#44,books,Amazon,2024-11-19 21:51:07
Essencialismo: A disciplinada busca por menos,"R$ 39,45",#45,books,Amazon,2024-11-19 21:51:07
O despertar da lua caída – Edição especial em capa dura com pintura trilateral,"R$ 56,91",#46,books,Amazon,2024-11-19 21:51:07
A gente mira no amor e acerta na solidão,"R$ 31,20",#47,books,Amazon,2024-11-19 21:51:07
Mais esperto que o Diabo: O mistério revelado da liberdade e do sucesso,"R$ 31,11",#48,books,Amazon,2024-11-19 21:51:07
Um dia muito mal-humorado,"R$ 20,55",#49,books,Amazon,2024-11-19 21:51:08
Tudo é rio,"R$ 45,40",#50,books,Amazon,2024-11-19 21:51:08
Meu Livro Fofinho: Bíblia do Bebê,"R$ 10,00",#51,books,Amazon,2024-11-19 21:51:28
Não Começou com Você: Como o Trauma Familiar Herdado nos Define e Como dar um fim a Esse Ciclo,"R$ 36,50",#52,books,Amazon,2024-11-19 21:51:28
Quarta asa: 1,"R$ 57,40",#53,books,Amazon,2024-11-19 21:51:28
Virando o jogo: 1,"R$ 28,32",#54,books,Amazon,2024-11-19 21:51:28
Olhos D'Água,"R$ 20,50",#55,books,Amazon,2024-11-19 21:51:28
O Show da Luna - Descobrindo os dinossauros,"R$ 1,90",#56,books,Amazon,2024-11-19 21:51:28
O Príncipe - Edição de Luxo Almofadada,"R$ 17,48",#57,books,Amazon,2024-11-19 21:51:29
As 48 leis do poder,"R$ 63,42",#58,books,Amazon,2024-11-19 21:51:29
Em agosto nos vemos,"R$ 41,50",#59,books,Amazon,2024-11-19 21:51:29
Quebrando o hábito de ser você mesmo: Como reconstruir sua mente e criar um novo eu,"R$ 32,05",#60,books,Amazon,2024-11-19 21:51:29
Verity (Edição de colecionador),"R$ 47,50",#61,books,Amazon,2024-11-19 21:51:29
Um defeito de cor,"R$ 61,83",#62,books,Amazon,2024-11-19 21:51:29
Patrulha Canina - Verdadeiros campeões,"R$ 1,90",#63,books,Amazon,2024-11-19 21:51:29
As aventuras de priminha irritante no reino dos unicórnios: 1,"R$ 45,90",#64,books,Amazon,2024-11-19 21:51:30
Confissões de Santo Agostinho - Edição de Luxo Almofadada,"R$ 33,16",#65,books,Amazon,2024-11-19 21:51:30
"A coragem de ser imperfeito: Como aceitar a própria vulnerabilidade, vencer a vergonha e ousar ser quem você é","R$ 34,34",#66,books,Amazon,2024-11-19 21:51:30
História de uma alma,"R$ 17,34",#67,books,Amazon,2024-11-19 21:51:30
Cleopatra e Frankenstein,"R$ 32,98",#68,books,Amazon,2024-11-19 21:51:30
Divinos rivais (Sucesso no TikTok): 1- Idioma : Português,"R$ 31,80",#69,books,Amazon,2024-11-19 21:51:30
"Chama de Ferro: Edição Especial Limitada. Sequência do fenômeno mundial Quarta Asa (Série O Empyriano, Livro #2)","R$ 98,36",#70,books,Amazon,2024-11-19 21:51:30
Mindset: A nova psicologia do sucesso,"R$ 42,40",#71,books,Amazon,2024-11-19 21:51:31
Box Trilogia O Senhor dos Anéis,"R$ 129,90",#72,books,Amazon,2024-11-19 21:51:31
A paciente silenciosa,"R$ 39,90",#73,books,Amazon,2024-11-19 21:51:31
Onde Está a Bluey?: Um Livro de Esconde-Esconde,"R$ 18,05",#74,books,Amazon,2024-11-19 21:51:31
"Bíblia NVI, Capa Dura, Azul, Econômica, Tulipa","R$ 36,79",#75,books,Amazon,2024-11-19 21:51:31
Como conhecer bem uma pessoa: A arte de ser visto e ver profundamente os outros,"R$ 37,91",#76,books,Amazon,2024-11-19 21:51:31
A Menina do Outro Lado: 1,"R$ 27,28",#77,books,Amazon,2024-11-19 21:51:32
Mulheres que correm com os lobos: Mitos e histórias do arquétipo da Mulher Selvagem,"R$ 60,21",#78,books,Amazon,2024-11-19 21:51:32
A revolução dos bichos: Um conto de fadas,"R$ 14,42",#79,books,Amazon,2024-11-19 21:51:32
Gatilhos Mentais: O Guia Completo com Estratégias de Negócios e Comunicações Provadas Para Você Aplicar,"R$ 31,58",#80,books,Amazon,2024-11-19 21:51:32
Jantar secreto,"R$ 41,53",#81,books,Amazon,2024-11-19 21:51:32
Forte: Devocionais para uma vida poderosa e apaixonada,"R$ 34,08",#82,books,Amazon,2024-11-19 21:51:32
"Em Busca De Sentido: Um psicólogo no campo de concentração -o número de edições pode variar, mas o conteúdo é o mesmo","R$ 50,63",#83,books,Amazon,2024-11-19 21:51:32
Inteligência emocional: A teoria revolucionária que redefine o que é ser inteligente,"R$ 52,10",#84,books,Amazon,2024-11-19 21:51:33
Sociedade do cansaço,"R$ 29,36",#85,books,Amazon,2024-11-19 21:51:33
500 adesivos Divertida Mente 2,"R$ 20,90",#86,books,Amazon,2024-11-19 21:51:33
Como se tornar sobrenatural: Pessoas comuns realizando o extraordinário,"R$ 36,85",#87,books,Amazon,2024-11-19 21:51:33
Como convencer alguém em 90 segundos: Crie uma primeira impressão vendedora,"R$ 34,90",#88,books,Amazon,2024-11-19 21:51:33
Nação dopamina: Por que o excesso de prazer está nos deixando infelizes e o que podemos fazer para mudar (leia também Nação tarja preta),"R$ 46,77",#89,books,Amazon,2024-11-19 21:51:33
O poder do subconsciente,"R$ 30,78",#90,books,Amazon,2024-11-19 21:51:34
As armas da persuasão: Como influenciar e não se deixar influenciar,"R$ 36,17",#91,books,Amazon,2024-11-19 21:51:34
As obras revolucionárias de George Orwell - Box com 3 livros,"R$ 27,40",#92,books,Amazon,2024-11-19 21:51:34
O poder do hábito: Por que fazemos o que fazemos na vida e nos negócios,"R$ 46,92",#93,books,Amazon,2024-11-19 21:51:34
Box duologia Divinos Rivais,"R$ 90,93",#94,books,Amazon,2024-11-19 21:51:34
A vegetariana - Prêmio Nobel de Literatura 2024,"R$ 56,92",#95,books,Amazon,2024-11-19 21:51:34
Todas as suas (im)perfeições,"R$ 39,31",#96,books,Amazon,2024-11-19 21:51:35
"A coragem de não agradar: Como a filosofia pode ajudar você a se libertar da opinião dos outros, superar suas limitações e se tornar a pessoa que deseja","R$ 34,93",#97,books,Amazon,2024-11-19 21:51:35
Cem anos de solidão,"R$ 37,64",#98,books,Amazon,2024-11-19 21:51:35
Três,"R$ 59,21",#99,books,Amazon,2024-11-19 21:51:35
Bluey Prancheta para Colorir com 1500 Adesivos,"R$ 15,00",#100,books,Amazon,2024-11-19 21:51:35
