nome,preco,classificado,categoria,site,data_raspagem
Verity,"R$ 25,38",#1,books,Amazon,2024-11-25 20:40:19
Conhecendo os Sons da Fazenda. Vaquinha,"R$ 22,99",#2,books,Amazon,2024-11-25 20:40:19
Assistente do Vilão (Sucesso no TikTok),"R$ 25,44",#3,books,Amazon,2024-11-25 20:40:19
A hora da estrela: Edição comemorativa,"R$ 18,24",#4,books,Amazon,2024-11-25 20:40:19
Aprendiz do Vilão,"R$ 29,35",#5,books,Amazon,2024-11-25 20:40:19
É assim que começa (Vol. 2 É assim que acaba),"R$ 28,41",#6,books,Amazon,2024-11-25 20:40:19
O Hobbit + pôster,"R$ 29,43",#7,books,Amazon,2024-11-25 20:40:19
"Amor, teoricamente","R$ 39,45",#8,books,Amazon,2024-11-25 20:40:20
Ainda estou aqui - O livro que deu origem ao filme,"R$ 58,12",#9,books,Amazon,2024-11-25 20:40:20
A hipótese do amor,"R$ 29,13",#10,books,Amazon,2024-11-25 20:40:20
Café com Deus Pai 2025: Porções Diárias de Transformação,"R$ 75,33",#11,books,Amazon,2024-11-25 20:40:20
A Biblioteca da Meia-Noite,"R$ 30,64",#12,books,Amazon,2024-11-25 20:40:20
É Assim que Acaba: 1,"R$ 29,90",#13,books,Amazon,2024-11-25 20:40:20
A paciente silenciosa,"R$ 28,44",#14,books,Amazon,2024-11-25 20:40:20
"A psicologia financeira: lições atemporais sobre fortuna, ganância e felicidade","R$ 26,00",#15,books,Amazon,2024-11-25 20:40:20
Cem anos de solidão,"R$ 29,90",#16,books,Amazon,2024-11-25 20:40:21
As coisas que você só vê quando desacelera: Como manter a calma em um mundo frenético,"R$ 30,86",#17,books,Amazon,2024-11-25 20:40:21
Nação dopamina: Por que o excesso de prazer está nos deixando infelizes e o que podemos fazer para mudar (leia também Nação tarja preta),"R$ 36,68",#18,books,Amazon,2024-11-25 20:40:21
A revolução dos bichos: Um conto de fadas,"R$ 14,42",#19,books,Amazon,2024-11-25 20:40:21
Imperfeitos,"R$ 16,89",#20,books,Amazon,2024-11-25 20:40:21
Coisas óbvias sobre o amor (Vol. 2 Duologia laranja-forte*)+ ACOMPANHA BRINDES,"R$ 79,90",#21,books,Amazon,2024-11-25 20:40:21
Olhos D'Água,"R$ 25,90",#22,books,Amazon,2024-11-25 20:40:21
Um dia muito mal-humorado,"R$ 19,00",#23,books,Amazon,2024-11-25 20:40:22
Hábitos Atômicos: um Método Fácil e Comprovado de Criar Bons Hábitos e se Livrar dos Maus- Idioma : Português,"R$ 35,30",#24,books,Amazon,2024-11-25 20:40:22
Oração para Desaparecer,"R$ 30,80",#25,books,Amazon,2024-11-25 20:40:22
Memórias do subsolo,"R$ 21,69",#26,books,Amazon,2024-11-25 20:40:22
Melhor do que nos filmes,"R$ 34,90",#27,books,Amazon,2024-11-25 20:40:22
Essencialismo: A disciplinada busca por menos,"R$ 32,00",#28,books,Amazon,2024-11-25 20:40:22
Aurora: O despertar da mulher exausta,"R$ 20,64",#29,books,Amazon,2024-11-25 20:40:22
Powerless: 1,"R$ 36,61",#30,books,Amazon,2024-11-25 20:40:22
Jantar secreto,"R$ 36,74",#31,books,Amazon,2024-11-25 20:40:23
Perigoso!,"R$ 14,90",#32,books,Amazon,2024-11-25 20:40:23
Os sete maridos de Evelyn Hugo,"R$ 25,14",#33,books,Amazon,2024-11-25 20:40:23
Gatilhos Mentais: O Guia Completo com Estratégias de Negócios e Comunicações Provadas Para Você Aplicar,"R$ 25,70",#34,books,Amazon,2024-11-25 20:40:23
O poder do subconsciente,"R$ 22,79",#35,books,Amazon,2024-11-25 20:40:23
Manual Diagnóstico e Estatístico de Transtornos Mentais - DSM-5-TR: Texto Revisado,"R$ 190,73",#36,books,Amazon,2024-11-25 20:40:23
A cabeça do santo,"R$ 36,27",#37,books,Amazon,2024-11-25 20:40:23
Mulheres que correm com os lobos: Mitos e histórias do arquétipo da Mulher Selvagem,"R$ 41,36",#38,books,Amazon,2024-11-25 20:40:24
Como fazer amigos e influenciar pessoas,"R$ 31,64",#39,books,Amazon,2024-11-25 20:40:24
Outlive: A arte e a ciência de viver mais e melhor,"R$ 40,72",#40,books,Amazon,2024-11-25 20:40:24
As 48 leis do poder: Edição concisa,"R$ 23,48",#41,books,Amazon,2024-11-25 20:40:24
Até o verão terminar,"R$ 44,93",#42,books,Amazon,2024-11-25 20:40:24
Vai dar tudo certo,"R$ 23,59",#43,books,Amazon,2024-11-25 20:40:24
1984,"R$ 15,98",#44,books,Amazon,2024-11-25 20:40:25
O Deus que destrói sonhos,"R$ 20,90",#45,books,Amazon,2024-11-25 20:40:25
Tudo é rio,"R$ 35,97",#46,books,Amazon,2024-11-25 20:40:25
Eu e Esse meu Coração,"R$ 25,06",#47,books,Amazon,2024-11-25 20:40:25
Antes que o café esfrie: 1,"R$ 23,56",#48,books,Amazon,2024-11-25 20:40:25
A empregada (A empregada – Livro 1): Bem-vinda à família,"R$ 31,64",#49,books,Amazon,2024-11-25 20:40:25
Rápido e devagar: Duas formas de pensar,"R$ 40,47",#50,books,Amazon,2024-11-25 20:40:26
Princípios milenares: 10 leis espirituais para uma vida de paz e prosperidade,"R$ 37,18",#51,books,Amazon,2024-11-25 20:40:46
Nada pode me ferir,"R$ 36,92",#52,books,Amazon,2024-11-25 20:40:46
Véspera,"R$ 32,21",#53,books,Amazon,2024-11-25 20:40:46
As extraordinárias viagens de Júlio Verne - Box com 6 livros,"R$ 90,17",#54,books,Amazon,2024-11-25 20:40:46
Acolhendo sua criança interior: Uma abordagem inovadora para curar as feridas da infância,"R$ 30,49",#55,books,Amazon,2024-11-25 20:40:47
"Chama de Ferro: sequência do fenômeno mundial Quarta Asa (Série O Empyriano, Livro #2)","R$ 57,00",#56,books,Amazon,2024-11-25 20:40:47
Cleopatra e Frankenstein,"R$ 30,96",#57,books,Amazon,2024-11-25 20:40:47
