nome,preco,classificado,categoria,site,data_raspagem
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Preta,"R$ 280,31",#1,electronics,Amazon,2024-11-26 22:58:34
"Fire TV Stick HD | Com controle remoto por voz com Alexa (inclui comandos de TV), controles de casa inteligente e streaming em HD","R$ 249,00",#2,electronics,Amazon,2024-11-26 22:58:34
Echo Pop | Smart speaker compacto com som envolvente e Alexa | Cor Preta,"R$ 219,00",#3,electronics,Amazon,2024-11-26 22:58:34
Echo Pop | Smart speaker compacto com som envolvente e Alexa | Cor Branca,"R$ 207,29",#4,electronics,Amazon,2024-11-26 22:58:34
Fire TV Stick Lite | Streaming em Full HD com Alexa | Com Controle Remoto Lite por Voz com Alexa (sem controles de TV),"R$ 229,00",#5,electronics,Amazon,2024-11-26 22:58:34
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Branca,"R$ 299,00",#6,electronics,Amazon,2024-11-26 22:58:34
Apple iPhone 14 Plus (128 GB) – Meia-Noite,"R$ 4.394,51",#7,electronics,Amazon,2024-11-26 22:58:34
"DURACELL - Pilha Alcalina AAA, Palito com 16 unidades","R$ 67,90",#8,electronics,Amazon,2024-11-26 22:58:35
Duracell Pilha Alcalina Aa Pequena Duracell Com 16 Unidades,"R$ 79,20",#9,electronics,Amazon,2024-11-26 22:58:35
"Fujifilm Instax Mini - Filme Com 40 Fotos, Borda Branca, Foto Colorida","R$ 147,90",#10,electronics,Amazon,2024-11-26 22:58:35
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Azul,"R$ 299,00",#11,electronics,Amazon,2024-11-26 22:58:35
Headphone Philips bluetooth on-ear com microfone e energia para 15 horas na cor preto TAH1108BK/55,"R$ 97,00",#12,electronics,Amazon,2024-11-26 22:58:35
"JBL, Fone de Ouvido in Ear, C50HI - Preto","R$ 41,90",#13,electronics,Amazon,2024-11-26 22:58:35
Samsung Galaxy S23 Ultra 5G 256GB Tela 6.8'' 12GB RAM IP68 Processador Qualcomm Snapdragon 8 Gen 2 Câmera Quádrupla de até 200MP + Selfie 12MP - Preto,"R$ 4.724,18",#14,electronics,Amazon,2024-11-26 22:58:35
"Tablet Samsung Galaxy Tab S6 Lite (2024), 64GB, 4GB RAM, Tela Imersiva de 10.4', Câmera Traseira 8MP, Câmera frontal de 5MP, 4G, Android 14","R$ 1.689,00",#15,electronics,Amazon,2024-11-26 22:58:35
Novo Echo Spot com Alexa (2024) | Despertador inteligente com som vibrante | Cor Preta,"R$ 449,00",#16,electronics,Amazon,2024-11-26 22:58:36
Samsung Galaxy S23 5G 256GB Tela 6.1'' 8GB RAM IP68 Processador Qualcomm Snapdragon 8 Gen 2 Câmera Tripla de até 50MP + Selfie 12MP - Preto,"R$ 2.998,89",#17,electronics,Amazon,2024-11-26 22:58:36
