nome,preco,classificado,categoria,site,data_raspagem
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Preta,"R$ 280,31",#1,electronics,Amazon,2024-11-27 21:53:54
Echo Pop | Smart speaker compacto com som envolvente e Alexa | Cor Preta,"R$ 219,00",#2,electronics,Amazon,2024-11-27 21:53:54
"Fire TV Stick HD | Com controle remoto por voz com Alexa (inclui comandos de TV), controles de casa inteligente e streaming em HD","R$ 249,00",#3,electronics,Amazon,2024-11-27 21:53:54
Echo Pop | Smart speaker compacto com som envolvente e Alexa | Cor Branca,"R$ 207,29",#4,electronics,Amazon,2024-11-27 21:53:54
Fire TV Stick Lite | Streaming em Full HD com Alexa | Com Controle Remoto Lite por Voz com Alexa (sem controles de TV),"R$ 229,00",#5,electronics,Amazon,2024-11-27 21:53:55
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Branca,"R$ 299,00",#6,electronics,Amazon,2024-11-27 21:53:55
Apple iPhone 14 Plus (128 GB) – Meia-Noite,"R$ 4.394,51",#7,electronics,Amazon,2024-11-27 21:53:55
Duracell Pilha Alcalina Aa Pequena Duracell Com 16 Unidades,"R$ 67,90",#8,electronics,Amazon,2024-11-27 21:53:55
"DURACELL - Pilha Alcalina AAA, Palito com 16 unidades","R$ 67,90",#9,electronics,Amazon,2024-11-27 21:53:55
"Fujifilm Instax Mini - Filme Com 40 Fotos, Borda Branca, Foto Colorida","R$ 126,65",#10,electronics,Amazon,2024-11-27 21:53:55
Novo Echo Spot com Alexa (2024) | Despertador inteligente com som vibrante | Cor Preta,"R$ 449,00",#11,electronics,Amazon,2024-11-27 21:53:55
"JBL, Fone de Ouvido in Ear, C50HI - Preto","R$ 41,90",#12,electronics,Amazon,2024-11-27 21:53:55
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Azul,"R$ 299,00",#13,electronics,Amazon,2024-11-27 21:53:56
"Tablet Samsung Galaxy Tab S6 Lite (2024), 64GB, 4GB RAM, Tela Imersiva de 10.4', Câmera Traseira 8MP, Câmera frontal de 5MP, 4G, Android 14","R$ 1.689,00",#14,electronics,Amazon,2024-11-27 21:53:56
Filtro de Linha Clamper Energia 5 Preto LCF,"R$ 57,99",#15,electronics,Amazon,2024-11-27 21:53:56
"Monitor Gamer AOC Hero 24"" 165Hz 1ms Ajuste de Altura 24G2S/BK","R$ 719,00",#16,electronics,Amazon,2024-11-27 21:53:56
Headphone Philips bluetooth on-ear com microfone e energia para 15 horas na cor preto TAH1108BK/55,"R$ 97,00",#17,electronics,Amazon,2024-11-27 21:53:56
"Smartwatch Samsung Galaxy Fit3 Display 1.6"" Grafite","R$ 290,00",#18,electronics,Amazon,2024-11-27 21:53:56
Pilha Alcalina AA com 16 unidades Elgin Comum,"R$ 29,00",#19,electronics,Amazon,2024-11-27 21:53:57
Samsung Galaxy S23 5G 256GB Tela 6.1'' 8GB RAM IP68 Processador Qualcomm Snapdragon 8 Gen 2 Câmera Tripla de até 50MP + Selfie 12MP - Preto,"R$ 2.998,89",#20,electronics,Amazon,2024-11-27 21:53:57
Smartphone Motorola Moto G34 5G 256GB 8GB RAM + 8GB RAM Boost Verde - Vegan Leather,"R$ 949,00",#21,electronics,Amazon,2024-11-27 21:53:57
Pilha Alcalina AAA com 16 unidades Elgin Palito,"R$ 29,90",#22,electronics,Amazon,2024-11-27 21:53:57
Duracell Pilha Moeda Cr 2032 Duracell Com 2 Unidades,"R$ 18,90",#23,electronics,Amazon,2024-11-27 21:53:57
Samsung Galaxy S23 Ultra 5G 256GB Tela 6.8'' 12GB RAM IP68 Processador Qualcomm Snapdragon 8 Gen 2 Câmera Quádrupla de até 200MP + Selfie 12MP - Preto,"R$ 4.776,67",#24,electronics,Amazon,2024-11-27 21:53:57
Filtro de Linha Clamper Energia 5 Transparente LCF,"R$ 57,99",#25,electronics,Amazon,2024-11-27 21:53:57
"Novo Echo Show 8 (3ª geração) | Smart display com áudio espacial, hub de casa inteligente e Alexa | Cor Preta","R$ 999,00",#26,electronics,Amazon,2024-11-27 21:53:57
"ELG, GENIUS, Suporte Fixo Universal de Parede Para TVs de 14” a 100”, Capacidade até 100 kg, Padrão VESA de 75x75 a 800x400mm, Preto","R$ 34,90",#27,electronics,Amazon,2024-11-27 21:53:58
"JBL, Fone de Ouvido Sem Fio, Tune 520BT, Bluetooth - Azul","R$ 209,90",#28,electronics,Amazon,2024-11-27 21:53:58
Smartphone Motorola Moto G34 5G 256GB 8GB RAM + 8GB RAM Boost Vanilla - Vegan Leather,"R$ 949,00",#29,electronics,Amazon,2024-11-27 21:53:58
Smartphone Xiaomi Redmi Note 13 8+256G Powerful Snapdragon® performance 120Hz FHD+ AMOLED display 33W fast charging with 5000mAh battery No NFC (Black),"R$ 1.190,00",#30,electronics,Amazon,2024-11-27 21:53:58
"Caixa de Pilha AAA com 40 unidades Elgin Palito - Tubo, Zinco","R$ 38,45",#31,electronics,Amazon,2024-11-27 21:53:58
"Galaxy Tab A9+ 5G, Grafite, Tela 11"", 64 GB, 4GB RAM, Câmera Frontal 5 MP Câmera Principal 8 MP","R$ 1.141,44",#32,electronics,Amazon,2024-11-27 21:53:58
"Notebook Dell Inspiron I15-I120K-A25P 15.6"" Full HD 12ª Geração Intel Core i5 8GB 512GB SSD Windows 11 Preto","R$ 2.989,00",#33,electronics,Amazon,2024-11-27 21:53:58
"I2GO, Fone De Ouvido, TWS, Bluetooth, 20 Horas totais de Bateria, ENC, Air Sound Go 2.0, Branco, i2GO PRO","R$ 99,90",#34,electronics,Amazon,2024-11-27 21:53:59
"JBL, Fone de Ouvido On ear, Tune 520BT - Preto","R$ 226,30",#35,electronics,Amazon,2024-11-27 21:53:59
"Samsung Galaxy Buds3 Pro, Fone de Ouvido sem fio,Alto-Falantes Duplos, Cancelamento Ativo de Ruído Inteligente, Áudio Hi-Fi, Áudio 360, Tradução Simultanêa com Galaxy AI, Equalizador Adaptativo, Cinza","R$ 1.079,00",#36,electronics,Amazon,2024-11-27 21:53:59
Echo Buds (2ª Geração): Fones de ouvido sem fio com cancelamento de ruído ativo e Alexa,"R$ 449,00",#37,electronics,Amazon,2024-11-27 21:53:59
"EPSON EcoTank L1250 - Impressora, tanque de Tinta Colorida, Wi-Fi Direct, Comando de voz, Bivolt, Cor: Preto","R$ 799,00",#38,electronics,Amazon,2024-11-27 21:53:59
DURACELL - Carregador de Pilhas Recarregáveis AA e AAA Com 4 Pilhas AA,"R$ 144,90",#39,electronics,Amazon,2024-11-27 21:53:59
"Monitor Gamer LG UltraGear 24” IPS, Full HD, 180Hz, 1ms (GtG), HDMI, DisplayPort, HDR10, sRGB 99%, NVIDIA® G-SYNC®, AMD FreeSync™ - 24GS60F-B","R$ 879,60",#40,electronics,Amazon,2024-11-27 21:54:00
