nome,preco,classificado,categoria,site,data_raspagem
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Preta,"R$ 280,31",#1,electronics,Amazon,2024-11-29 21:55:39
Echo Pop | Smart speaker compacto com som envolvente e Alexa | Cor Preta,"R$ 219,00",#2,electronics,Amazon,2024-11-29 21:55:39
"Fire TV Stick HD | Com controle remoto por voz com Alexa (inclui comandos de TV), controles de casa inteligente e streaming em HD","R$ 249,00",#3,electronics,Amazon,2024-11-29 21:55:39
Echo Pop | Smart speaker compacto com som envolvente e Alexa | Cor Branca,"R$ 207,29",#4,electronics,Amazon,2024-11-29 21:55:39
Apple iPhone 14 Plus (128 GB) – Meia-Noite,"R$ 4.776,67",#5,electronics,Amazon,2024-11-29 21:55:39
Fire TV Stick Lite | Streaming em Full HD com Alexa | Com Controle Remoto Lite por Voz com Alexa (sem controles de TV),"R$ 229,00",#6,electronics,Amazon,2024-11-29 21:55:40
"Echo Show 5 (3ª geração - 2023) | Smart display com Alexa, graves 2x mais potentes e som mais nítido | Cor Preta","R$ 499,00",#7,electronics,Amazon,2024-11-29 21:55:40
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Branca,"R$ 299,00",#8,electronics,Amazon,2024-11-29 21:55:40
Samsung Galaxy S23 Ultra 5G 256GB Tela 6.8'' 12GB RAM IP68 Processador Qualcomm Snapdragon 8 Gen 2 Câmera Quádrupla de até 200MP + Selfie 12MP - Preto,"R$ 4.776,67",#9,electronics,Amazon,2024-11-29 21:55:40
Echo Dot 5ª geração | O Echo Dot com o melhor som já lançado | Cor Azul,"R$ 299,00",#10,electronics,Amazon,2024-11-29 21:55:40
Adaptador de energia,"R$ 99,00",#11,electronics,Amazon,2024-11-29 21:55:40
Duracell Pilha Alcalina Aa Pequena Duracell Com 16 Unidades,"R$ 67,90",#12,electronics,Amazon,2024-11-29 21:55:40
"Tablet Samsung Galaxy Tab S6 Lite (2024), 64GB, 4GB RAM, Tela Imersiva de 10.4', Câmera Traseira 8MP, Câmera frontal de 5MP, 4G, Android 14","R$ 1.689,00",#13,electronics,Amazon,2024-11-29 21:55:41
"Monitor Gamer AOC Hero 24"" 165Hz 1ms Ajuste de Altura 24G2S/BK","R$ 719,00",#14,electronics,Amazon,2024-11-29 21:55:41
Novo Echo Spot com Alexa (2024) | Despertador inteligente com som vibrante | Cor Preta,"R$ 449,00",#15,electronics,Amazon,2024-11-29 21:55:41
"JBL, Fone de Ouvido in Ear, C50HI - Preto","R$ 41,90",#16,electronics,Amazon,2024-11-29 21:55:41
"JBL, Fone de Ouvido On ear, Tune 520BT - Preto","R$ 199,00",#17,electronics,Amazon,2024-11-29 21:55:41
"Samsung Smartwatch Galaxy Watch6 Classic LTE 43mm Tela Super AMOLED de 1.31"" Grafite","R$ 1.449,00",#18,electronics,Amazon,2024-11-29 21:55:41
"Smartwatch Samsung Galaxy Fit3 Display 1.6"" Prata","R$ 342,90",#19,electronics,Amazon,2024-11-29 21:55:41
"Fujifilm Instax Mini - Filme Com 40 Fotos, Borda Branca, Foto Colorida","R$ 126,65",#20,electronics,Amazon,2024-11-29 21:55:41
"Galaxy Tab S9 FE, Grafite, 10.9"", Wifi, 128 GB, 6 GB RAM, Câmera Principal 8MP, Câmera Frontal 12 MP UW","R$ 2.329,00",#21,electronics,Amazon,2024-11-29 21:55:42
"DURACELL - Pilha Alcalina AAA, Palito com 16 unidades","R$ 67,90",#22,electronics,Amazon,2024-11-29 21:55:42
Apple iPhone 15 (128 GB) — Preto,"R$ 5.135,40",#23,electronics,Amazon,2024-11-29 21:55:42
"Epson EcoTank L3250 - Multifuncional, Tanque de Tinta Colorida, Wi-Fi Direct, USB, Bivolt, Preto","R$ 989,00",#24,electronics,Amazon,2024-11-29 21:55:42
Headphone Philips bluetooth on-ear com microfone e energia para 15 horas na cor preto TAH1108BK/55,"R$ 97,00",#25,electronics,Amazon,2024-11-29 21:55:42
"Smartphone Samsung Galaxy A06 128GB, 4GB RAM, Processador Octa-Core, Bateria de 5000mAh, Tela Infinita de 6.7"", Câmera Traseira Dupla, Dual Chip - Azul Escuro","R$ 665,50",#26,electronics,Amazon,2024-11-29 21:55:42
"Novo Echo Show 8 (3ª geração) | Smart display com áudio espacial, hub de casa inteligente e Alexa | Cor Preta","R$ 999,00",#27,electronics,Amazon,2024-11-29 21:55:42
"Galaxy Tab A9+ 5G, Grafite, Tela 11"", 64 GB, 4GB RAM, Câmera Frontal 5 MP Câmera Principal 8 MP","R$ 1.079,00",#28,electronics,Amazon,2024-11-29 21:55:43
"Samsung T350 - Monitor Gamer, 24"", FHD, 75Hz, HDMI, VGA, Freesync, Preto","R$ 549,00",#29,electronics,Amazon,2024-11-29 21:55:43
Filtro de Linha Clamper Energia 5 Transparente LCF,"R$ 59,24",#30,electronics,Amazon,2024-11-29 21:55:43
"JBL, Fone de Ouvido Sem Fio, Tune 520BT, Bluetooth - Azul","R$ 204,90",#31,electronics,Amazon,2024-11-29 21:55:43
"ELG, GENIUS, Suporte Fixo Universal de Parede Para TVs de 14” a 100”, Capacidade até 100 kg, Padrão VESA de 75x75 a 800x400mm, Preto","R$ 34,90",#32,electronics,Amazon,2024-11-29 21:55:43
"Samsung Smart TV 50"" Crystal UHD 4K 50DU8000 - Painel Dynamic Crystal Color, Gaming Hub","R$ 2.586,60",#33,electronics,Amazon,2024-11-29 21:55:43
Pilha Alcalina AA com 16 unidades Elgin Comum,"R$ 29,00",#34,electronics,Amazon,2024-11-29 21:55:43
Pilha Alcalina AAA com 16 unidades Elgin Palito,"R$ 29,90",#35,electronics,Amazon,2024-11-29 21:55:44
"Smartwatch Samsung Galaxy Fit3 Display 1.6"" Grafite","R$ 316,90",#36,electronics,Amazon,2024-11-29 21:55:44
"Samsung Galaxy A55 5G, Câmera Tripla Traseira de até 50MP, Selfie de 32MP, Nightography, Apagador de objetos, Design em metal e vidro, IP67, Super AMOLED 6.6"" 120Hz Vision Booster, 128GB - Azul Escuro","R$ 1.960,68",#37,electronics,Amazon,2024-11-29 21:55:44
Apple iPhone 15 (128 GB) — Azul,"R$ 5.044,20",#38,electronics,Amazon,2024-11-29 21:55:44
"EPSON EcoTank L1250 - Impressora, tanque de Tinta Colorida, Wi-Fi Direct, Comando de voz, Bivolt, Cor: Preto","R$ 799,00",#39,electronics,Amazon,2024-11-29 21:55:44
Smartphone Moto G54 5G 256GB 8GB RAM Azul - Vegan Leather,"R$ 1.143,00",#40,electronics,Amazon,2024-11-29 21:55:44
"Samsung Smart TV 43"" UHD 4K 43DU7700 - Processador Crystal 4K, Gaming Hub","R$ 1.759,00",#41,electronics,Amazon,2024-11-29 21:55:44
"Echo Show 5 (3ª geração - 2023) | Smart display com Alexa, graves 2x mais potentes e som mais nítido | Cor Branca","R$ 499,00",#42,electronics,Amazon,2024-11-29 21:55:45
"Samsung Smart TV 70"" Crystal UHD 4K 70DU8000 - Painel Dynamic Crystal Color, Gaming Hub","R$ 3.899,00",#43,electronics,Amazon,2024-11-29 21:55:45
"Samsung Galaxy S23 FE 5G 128 GB Câmera Tripla Traseira de 50MP +12MP + 10MP, Selfie de 10MP, Tela infinita 6.4"" 60-120Hz, 128GB, 8GB, Processador Exynos 2200, Dual Chip, e-SIM - Grafite","R$ 2.554,44",#44,electronics,Amazon,2024-11-29 21:55:45
"Fones de Ouvido QCY MeloBuds Pro, Fone Bluetooth com Cancelamento de Ruído Ativo, Certificação Hi-Res, 34 Horas De Reprodução, Preto (Preto)","R$ 237,15",#45,electronics,Amazon,2024-11-29 21:55:45
"Monitor Gamer LG UltraGear 24” IPS, Full HD, 180Hz, 1ms (GtG), HDMI, DisplayPort, HDR10, sRGB 99%, NVIDIA® G-SYNC®, AMD FreeSync™ - 24GS60F-B","R$ 946,32",#46,electronics,Amazon,2024-11-29 21:55:45
"Notebook Lenovo IdeaPad 1i i5-1235U 8GB 256GB 15.6"" W11","R$ 2.459,00",#47,electronics,Amazon,2024-11-29 21:55:45
Apple iPhone 13 (128 GB) - Luz das estrelas,"R$ 3.823,08",#48,electronics,Amazon,2024-11-29 21:55:46
"Monitor Gamer AOC Hero 27"" 165Hz 1ms Ajuste de Altura 27G2S/BK","R$ 839,00",#49,electronics,Amazon,2024-11-29 21:55:46
Smartphone Xiaomi Redmi Note 13 8+256G Powerful Snapdragon® performance 120Hz FHD+ AMOLED display 33W fast charging with 5000mAh battery No NFC (Black),"R$ 1.236,00",#50,electronics,Amazon,2024-11-29 21:55:46
"Samsung Smart TV 43"" Crystal UHD 4K 43DU8000 - Painel Dynamic Crystal Color, Gaming Hub","R$ 1.974,00",#51,electronics,Amazon,2024-11-29 21:56:06
"Notebook Gamer Lenovo LOQ Intel Core i5-12450H 16GB 512GB SSD RTX 2050 15.6"" FHD W11 83EU0001BR","R$ 4.999,00",#53,electronics,Amazon,2024-11-29 21:56:06
